VentaID;Fecha;NroFactura;ClienteID;VendedorID;SucursalID;CanalVenta;MedioPago;EstadoVenta
VTA003860;25/05/2025;FAC-2025-003860;CLI0583;VEN16;SUC04;Local;Efectivo;Completada
VTA003861;13/05/2025;FAC-2025-003861;CLI0001;VEN02;SUC02;Marketplace;Tarjeta Crédito;Completada
VTA003862;24/10/2025;FAC-2025-003862;CLI0165;VEN05;SUC05;Web;Tarjeta Crédito;Completada
VTA003863;27/04/2026;FAC-2026-003863;CLI0038;VEN11;SUC05;Venta Telefónica;Efectivo;Completada
VTA003864;10/01/2026;FAC-2026-003864;CLI0226;VEN12;SUC06;Marketplace;Transferencia;Completada
VTA003865;17/03/2025;FAC-2025-003865;CLI0230;VEN18;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA003866;08/01/2026;FAC-2026-003866;CLI0255;VEN10;SUC04;Marketplace;Efectivo;Completada
VTA003867;29/06/2025;FAC-2025-003867;CLI0277;VEN05;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA003868;08/05/2025;FAC-2025-003868;CLI0278;VEN15;SUC03;Web;Efectivo;Completada
VTA003869;23/12/2025;FAC-2025-003869;CLI0335;VEN07;SUC01;Marketplace;Tarjeta Crédito;Completada
VTA003870;08/10/2025;FAC-2025-003870;CLI0222;VEN10;SUC04;Local;Transferencia;Completada
VTA003871;06/02/2025;FAC-2025-003871;CLI0101;VEN09;SUC03;Venta Telefónica;Tarjeta Crédito;Completada
VTA003872;06/02/2026;FAC-2026-003872;CLI0116;VEN14;SUC02;Local;Financiación Propia;Completada
VTA003873;02/03/2025;FAC-2025-003873;CLI0492;VEN11;SUC05;Local;Tarjeta Crédito;Completada
VTA003874;28/09/2025;FAC-2025-003874;CLI0204;VEN02;SUC02;Local;Transferencia;Completada
VTA003875;19/07/2026;FAC-2026-003875;CLI0114;VEN02;SUC02;Venta Telefónica;Tarjeta Crédito;Completada
VTA003876;27/01/2025;FAC-2025-003876;CLI0522;VEN08;SUC02;Marketplace;Tarjeta Crédito;Completada
VTA003877;21/03/2025;FAC-2025-003877;CLI0440;VEN14;SUC02;Venta Telefónica;Tarjeta Crédito;Completada
VTA003878;29/06/2025;FAC-2025-003878;CLI0123;VEN09;SUC03;Web;Financiación Propia;Completada
VTA003879;24/01/2025;FAC-2025-003879;CLI0208;VEN16;SUC04;WhatsApp;Transferencia;Completada
VTA003880;11/01/2026;FAC-2026-003880;CLI0556;VEN08;SUC02;Venta Telefónica;Efectivo;Pendiente
VTA003881;28/05/2025;FAC-2025-003881;CLI0200;VEN03;SUC03;Local;Transferencia;Completada
VTA003882;05/01/2025;FAC-2025-003882;CLI0163;VEN10;SUC04;Marketplace;Tarjeta Débito;Completada
VTA003883;04/11/2025;FAC-2025-003883;CLI0336;VEN09;SUC03;Local;Tarjeta Crédito;Completada
VTA003884;27/09/2025;FAC-2025-003884;CLI0454;VEN14;SUC02;WhatsApp;Tarjeta Débito;Completada
VTA003885;16/06/2026;FAC-2026-003885;CLI0523;VEN10;SUC04;Web;Tarjeta Débito;Completada
VTA003886;05/04/2026;FAC-2026-003886;CLI0071;VEN06;SUC06;WhatsApp;Transferencia;Completada
VTA003887;22/02/2026;FAC-2026-003887;CLI0367;VEN06;SUC06;WhatsApp;Efectivo;Completada
VTA003888;25/07/2026;FAC-2026-003888;CLI0074;VEN11;SUC05;Marketplace;Efectivo;Completada
VTA003889;22/06/2026;FAC-2026-003889;CLI0384;VEN15;SUC03;Local;Tarjeta Crédito;Completada
VTA003890;20/05/2025;FAC-2025-003890;CLI0255;VEN03;SUC03;WhatsApp;Efectivo;Completada
VTA003891;06/01/2026;FAC-2026-003891;CLI0176;VEN14;SUC02;Marketplace;Financiación Propia;Completada
VTA003892;09/02/2025;FAC-2025-003892;CLI0426;VEN16;SUC04;Local;Transferencia;Completada
VTA003893;09/03/2026;FAC-2026-003893;CLI0427;VEN06;SUC06;Marketplace;Tarjeta Crédito;Completada
VTA003894;01/08/2025;FAC-2025-003894;CLI0206;VEN16;SUC04;Local;Financiación Propia;Completada
VTA003895;03/07/2025;FAC-2025-003895;CLI0588;VEN02;SUC02;Local;Financiación Propia;Cancelada
VTA003896;10/12/2025;FAC-2025-003896;CLI0311;VEN04;SUC04;WhatsApp;Tarjeta Débito;Completada
VTA003897;18/01/2026;FAC-2026-003897;CLI0384;VEN11;SUC05;Venta Telefónica;Efectivo;Completada
VTA003898;27/07/2026;FAC-2026-003898;CLI0222;VEN10;SUC04;Marketplace;Tarjeta Débito;Completada
VTA003899;31/12/2025;FAC-2025-003899;CLI0062;VEN06;SUC06;Web;Transferencia;Completada
VTA003900;07/05/2025;FAC-2025-003900;CLI0548;VEN08;SUC02;Venta Telefónica;Tarjeta Crédito;Cancelada
VTA003901;28/01/2026;FAC-2026-003901;CLI0480;VEN07;SUC01;Venta Telefónica;Tarjeta Crédito;Completada
VTA003902;21/05/2025;FAC-2025-003902;CLI0509;VEN03;SUC03;WhatsApp;Tarjeta Crédito;Completada
VTA003903;18/01/2026;FAC-2026-003903;CLI0316;VEN08;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA003904;07/07/2026;FAC-2026-003904;CLI0125;VEN10;SUC04;Venta Telefónica;Financiación Propia;Completada
VTA003905;30/03/2025;FAC-2025-003905;CLI0338;VEN11;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA003906;21/03/2025;FAC-2025-003906;CLI0444;VEN02;SUC02;Marketplace;Tarjeta Crédito;Completada
VTA003907;12/01/2026;FAC-2026-003907;CLI0309;VEN08;SUC02;Marketplace;Financiación Propia;Completada
VTA003908;04/11/2025;FAC-2025-003908;CLI0087;VEN18;SUC06;WhatsApp;Efectivo;Completada
VTA003909;23/05/2025;FAC-2025-003909;CLI0009;VEN16;SUC04;Local;Financiación Propia;Completada
VTA003910;06/12/2025;FAC-2025-003910;CLI0462;VEN01;SUC01;Local;Tarjeta Crédito;Completada
VTA003911;19/01/2026;FAC-2026-003911;CLI0059;VEN03;SUC03;WhatsApp;Efectivo;Completada
VTA003912;20/02/2025;FAC-2025-003912;CLI0221;VEN13;SUC01;Local;Efectivo;Completada
VTA003913;04/02/2025;FAC-2025-003913;CLI0428;VEN17;SUC05;WhatsApp;Transferencia;Cancelada
VTA003914;22/01/2026;FAC-2026-003914;CLI0096;VEN13;SUC01;Local;Transferencia;Completada
VTA003915;01/08/2025;FAC-2025-003915;CLI0472;VEN12;SUC06;Local;Financiación Propia;Completada
VTA003916;11/02/2026;FAC-2026-003916;CLI0597;VEN01;SUC01;Venta Telefónica;Tarjeta Crédito;Completada
VTA003917;28/01/2025;FAC-2025-003917;CLI0209;VEN09;SUC03;WhatsApp;Tarjeta Crédito;Completada
VTA003918;12/03/2025;FAC-2025-003918;CLI0589;VEN10;SUC04;Venta Telefónica;Efectivo;Completada
VTA003919;12/03/2025;FAC-2025-003919;CLI0120;VEN18;SUC06;WhatsApp;Efectivo;Completada
VTA003920;02/04/2025;FAC-2025-003920;CLI0540;VEN15;SUC03;WhatsApp;Efectivo;Completada
VTA003921;24/03/2025;FAC-2025-003921;CLI0220;VEN09;SUC03;WhatsApp;Efectivo;Completada
VTA003922;19/05/2026;FAC-2026-003922;CLI0278;VEN05;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA003923;03/05/2026;FAC-2026-003923;CLI0377;VEN06;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA003924;24/07/2026;FAC-2026-003924;CLI0062;VEN03;SUC03;Web;Tarjeta Débito;Completada
VTA003925;26/04/2025;FAC-2025-003925;CLI0198;VEN06;SUC06;Marketplace;Financiación Propia;Completada
VTA003926;18/02/2026;FAC-2026-003926;CLI0450;VEN06;SUC06;Marketplace;Tarjeta Crédito;Completada
VTA003927;18/03/2025;FAC-2025-003927;CLI0586;VEN07;SUC01;Local;Transferencia;Completada
VTA003928;11/08/2025;FAC-2025-003928;CLI0381;VEN07;SUC01;Web;Tarjeta Crédito;Completada
VTA003929;19/06/2025;FAC-2025-003929;CLI0252;VEN15;SUC03;WhatsApp;Tarjeta Débito;Completada
VTA003930;06/04/2026;FAC-2026-003930;CLI0078;VEN13;SUC01;WhatsApp;Tarjeta Crédito;Completada
VTA003931;14/07/2025;FAC-2025-003931;CLI0418;VEN09;SUC03;WhatsApp;Transferencia;Completada
VTA003932;05/11/2025;FAC-2025-003932;CLI0309;VEN07;SUC01;Marketplace;Efectivo;Completada
VTA003933;06/06/2025;FAC-2025-003933;CLI0525;VEN12;SUC06;Local;Tarjeta Débito;Completada
VTA003934;17/06/2026;FAC-2026-003934;CLI0469;VEN01;SUC01;Local;Efectivo;Completada
VTA003935;05/04/2025;FAC-2025-003935;CLI0433;VEN04;SUC04;Venta Telefónica;Efectivo;Completada
VTA003936;10/06/2026;FAC-2026-003936;CLI0421;VEN02;SUC02;Local;Financiación Propia;Completada
VTA003937;24/01/2026;FAC-2026-003937;CLI0131;VEN17;SUC05;WhatsApp;Transferencia;Completada
VTA003938;11/10/2025;FAC-2025-003938;CLI0219;VEN13;SUC01;Local;Tarjeta Débito;Completada
VTA003939;11/05/2025;FAC-2025-003939;CLI0242;VEN16;SUC04;Venta Telefónica;Financiación Propia;Completada
VTA003940;17/11/2025;FAC-2025-003940;CLI0564;VEN06;SUC06;Local;Financiación Propia;Completada
VTA003941;07/01/2025;FAC-2025-003941;CLI0226;VEN16;SUC04;Marketplace;Efectivo;Completada
VTA003942;28/11/2025;FAC-2025-003942;CLI0013;VEN01;SUC01;Web;Financiación Propia;Completada
VTA003943;17/05/2025;FAC-2025-003943;CLI0119;VEN11;SUC05;Venta Telefónica;Efectivo;Completada
VTA003944;06/09/2025;FAC-2025-003944;CLI0130;VEN05;SUC05;Web;Transferencia;Completada
VTA003945;08/12/2025;FAC-2025-003945;CLI0579;VEN02;SUC02;WhatsApp;Efectivo;Completada
VTA003946;07/09/2025;FAC-2025-003946;CLI0135;VEN15;SUC03;Web;Tarjeta Débito;Completada
VTA003947;13/07/2025;FAC-2025-003947;CLI0109;VEN02;SUC02;Marketplace;Tarjeta Débito;Completada
VTA003948;28/11/2025;FAC-2025-003948;CLI0124;VEN16;SUC04;Web;Transferencia;Completada
VTA003949;07/07/2025;FAC-2025-003949;CLI0303;VEN14;SUC02;WhatsApp;Financiación Propia;Completada
VTA003950;07/04/2026;FAC-2026-003950;CLI0086;VEN14;SUC02;Marketplace;Transferencia;Completada
VTA003951;22/07/2025;FAC-2025-003951;CLI0506;VEN14;SUC02;Local;Tarjeta Crédito;Completada
VTA003952;07/07/2025;FAC-2025-003952;CLI0117;VEN18;SUC06;Marketplace;Transferencia;Completada
VTA003953;03/10/2025;FAC-2025-003953;CLI0385;VEN18;SUC06;Venta Telefónica;Financiación Propia;Completada
VTA003954;16/08/2025;FAC-2025-003954;CLI0021;VEN17;SUC05;WhatsApp;Tarjeta Débito;Completada
VTA003955;11/09/2025;FAC-2025-003955;CLI0097;VEN02;SUC02;Web;Tarjeta Débito;Completada
VTA003956;01/02/2025;FAC-2025-003956;CLI0553;VEN11;SUC05;Local;Tarjeta Crédito;Cancelada
VTA003957;04/09/2025;FAC-2025-003957;CLI0507;VEN11;SUC05;Marketplace;Tarjeta Débito;Completada
VTA003958;29/11/2025;FAC-2025-003958;CLI0458;VEN17;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA003959;02/05/2026;FAC-2026-003959;CLI0300;VEN09;SUC03;Local;Efectivo;Completada
VTA003960;07/01/2025;FAC-2025-003960;CLI0569;VEN15;SUC03;Local;Tarjeta Crédito;Completada
VTA003961;31/03/2025;FAC-2025-003961;CLI0429;VEN03;SUC03;Web;Efectivo;Completada
VTA003962;23/05/2025;FAC-2025-003962;CLI0207;VEN15;SUC03;Venta Telefónica;Tarjeta Crédito;Completada
VTA003963;23/12/2025;FAC-2025-003963;CLI0291;VEN17;SUC05;Marketplace;Tarjeta Débito;Completada
VTA003964;26/07/2025;FAC-2025-003964;CLI0505;VEN02;SUC02;WhatsApp;Financiación Propia;Completada
VTA003965;01/09/2025;FAC-2025-003965;CLI0426;VEN01;SUC01;Marketplace;Tarjeta Débito;Completada
VTA003966;24/04/2026;FAC-2026-003966;CLI0463;VEN05;SUC05;WhatsApp;Financiación Propia;Completada
VTA003967;26/05/2025;FAC-2025-003967;CLI0198;VEN12;SUC06;Venta Telefónica;Financiación Propia;Completada
VTA003968;18/08/2025;FAC-2025-003968;CLI0341;VEN18;SUC06;Web;Efectivo;Completada
VTA003969;27/01/2025;FAC-2025-003969;CLI0278;VEN08;SUC02;Marketplace;Tarjeta Crédito;Completada
VTA003970;16/05/2026;FAC-2026-003970;CLI0493;VEN15;SUC03;Marketplace;Transferencia;Completada
VTA003971;18/06/2025;FAC-2025-003971;CLI0497;VEN14;SUC02;Venta Telefónica;Transferencia;Completada
VTA003972;15/03/2025;FAC-2025-003972;CLI0472;VEN13;SUC01;Marketplace;Efectivo;Completada
VTA003973;14/06/2026;FAC-2026-003973;CLI0227;VEN09;SUC03;Venta Telefónica;Transferencia;Completada
VTA003974;22/04/2025;FAC-2025-003974;CLI0403;VEN09;SUC03;Web;Tarjeta Débito;Completada
VTA003975;24/02/2025;FAC-2025-003975;CLI0501;VEN04;SUC04;Web;Tarjeta Débito;Completada
VTA003976;17/05/2026;FAC-2026-003976;CLI0101;VEN17;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA003977;15/02/2026;FAC-2026-003977;CLI0339;VEN05;SUC05;Local;Efectivo;Completada
VTA003978;26/06/2025;FAC-2025-003978;CLI0281;VEN17;SUC05;Local;Financiación Propia;Completada
VTA003979;24/01/2026;FAC-2026-003979;CLI0533;VEN15;SUC03;Marketplace;Financiación Propia;Completada
VTA003980;31/01/2026;FAC-2026-003980;CLI0367;VEN03;SUC03;WhatsApp;Tarjeta Débito;Pendiente
VTA003981;28/02/2026;FAC-2026-003981;CLI0039;VEN03;SUC03;Venta Telefónica;Tarjeta Crédito;Completada
VTA003982;21/07/2025;FAC-2025-003982;CLI0172;VEN09;SUC03;Marketplace;Financiación Propia;Completada
VTA003983;18/02/2025;FAC-2025-003983;CLI0271;VEN02;SUC02;WhatsApp;Financiación Propia;Completada
VTA003984;27/04/2026;FAC-2026-003984;CLI0511;VEN05;SUC05;WhatsApp;Tarjeta Crédito;Completada
VTA003985;08/04/2026;FAC-2026-003985;CLI0283;VEN07;SUC01;WhatsApp;Financiación Propia;Completada
VTA003986;09/10/2025;FAC-2025-003986;CLI0436;VEN07;SUC01;WhatsApp;Tarjeta Débito;Completada
VTA003987;04/05/2025;FAC-2025-003987;CLI0377;VEN18;SUC06;Web;Transferencia;Completada
VTA003988;17/12/2025;FAC-2025-003988;CLI0169;VEN15;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA003989;23/01/2026;FAC-2026-003989;CLI0275;VEN16;SUC04;Local;Efectivo;Completada
VTA003990;12/07/2025;FAC-2025-003990;CLI0550;VEN11;SUC05;Marketplace;Transferencia;Completada
VTA003991;27/05/2026;FAC-2026-003991;CLI0101;VEN18;SUC06;Venta Telefónica;Efectivo;Completada
VTA003992;21/01/2026;FAC-2026-003992;CLI0093;VEN05;SUC05;WhatsApp;Tarjeta Débito;Completada
VTA003993;01/11/2025;FAC-2025-003993;CLI0090;VEN01;SUC01;Local;Tarjeta Débito;Completada
VTA003994;08/01/2026;FAC-2026-003994;CLI0190;VEN18;SUC06;Marketplace;Transferencia;Completada
VTA003995;16/07/2026;FAC-2026-003995;CLI0046;VEN01;SUC01;Local;Efectivo;Completada
VTA003996;02/07/2025;FAC-2025-003996;CLI0163;VEN17;SUC05;Web;Financiación Propia;Completada
VTA003997;08/12/2025;FAC-2025-003997;CLI0118;VEN05;SUC05;Web;Tarjeta Crédito;Completada
VTA003998;10/12/2025;FAC-2025-003998;CLI0097;VEN05;SUC05;Local;Efectivo;Completada
VTA003999;28/03/2026;FAC-2026-003999;CLI0494;VEN05;SUC05;Local;Transferencia;Completada
VTA004000;07/06/2026;FAC-2026-004000;CLI0510;VEN11;SUC05;WhatsApp;Tarjeta Débito;Completada
VTA004001;14/07/2025;FAC-2025-004001;CLI0224;VEN16;SUC04;Venta Telefónica;Tarjeta Débito;Completada
VTA004002;17/07/2025;FAC-2025-004002;CLI0143;VEN03;SUC03;Local;Efectivo;Completada
VTA004003;11/05/2025;FAC-2025-004003;CLI0243;VEN03;SUC03;Marketplace;Transferencia;Completada
VTA004004;27/06/2025;FAC-2025-004004;CLI0262;VEN01;SUC01;Venta Telefónica;Tarjeta Crédito;Completada
VTA004005;18/06/2025;FAC-2025-004005;CLI0561;VEN01;SUC01;Venta Telefónica;Efectivo;Completada
VTA004006;08/07/2025;FAC-2025-004006;CLI0576;VEN13;SUC01;Local;Efectivo;Pendiente
VTA004007;22/07/2026;FAC-2026-004007;CLI0066;VEN12;SUC06;Marketplace;Efectivo;Completada
VTA004008;29/10/2025;FAC-2025-004008;CLI0337;VEN03;SUC03;Venta Telefónica;Tarjeta Crédito;Completada
VTA004009;14/05/2026;FAC-2026-004009;CLI0371;VEN09;SUC03;Web;Transferencia;Completada
VTA004010;04/07/2025;FAC-2025-004010;CLI0486;VEN02;SUC02;WhatsApp;Financiación Propia;Completada
VTA004011;15/05/2025;FAC-2025-004011;CLI0108;VEN03;SUC03;Marketplace;Efectivo;Completada
VTA004012;02/11/2025;FAC-2025-004012;CLI0246;VEN11;SUC05;Marketplace;Financiación Propia;Completada
VTA004013;09/11/2025;FAC-2025-004013;CLI0470;VEN12;SUC06;WhatsApp;Transferencia;Completada
VTA004014;27/02/2025;FAC-2025-004014;CLI0084;VEN10;SUC04;WhatsApp;Tarjeta Débito;Completada
VTA004015;18/10/2025;FAC-2025-004015;CLI0393;VEN11;SUC05;WhatsApp;Financiación Propia;Cancelada
VTA004016;10/05/2025;FAC-2025-004016;CLI0579;VEN14;SUC02;Local;Efectivo;Completada
VTA004017;04/03/2026;FAC-2026-004017;CLI0532;VEN08;SUC02;Web;Financiación Propia;Completada
VTA004018;14/02/2026;FAC-2026-004018;CLI0398;VEN16;SUC04;Marketplace;Financiación Propia;Completada
VTA004019;07/05/2026;FAC-2026-004019;CLI0278;VEN06;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA004020;10/02/2026;FAC-2026-004020;CLI0526;VEN10;SUC04;Marketplace;Efectivo;Completada
VTA004021;13/04/2026;FAC-2026-004021;CLI0023;VEN06;SUC06;Local;Financiación Propia;Completada
VTA004022;15/05/2025;FAC-2025-004022;CLI0154;VEN16;SUC04;WhatsApp;Tarjeta Crédito;Completada
VTA004023;14/04/2025;FAC-2025-004023;CLI0144;VEN17;SUC05;WhatsApp;Transferencia;Cancelada
VTA004024;05/05/2025;FAC-2025-004024;CLI0070;VEN03;SUC03;WhatsApp;Transferencia;Pendiente
VTA004025;08/05/2025;FAC-2025-004025;CLI0077;VEN13;SUC01;Venta Telefónica;Financiación Propia;Completada
VTA004026;15/06/2026;FAC-2026-004026;CLI0599;VEN12;SUC06;Marketplace;Tarjeta Débito;Completada
VTA004027;04/12/2025;FAC-2025-004027;CLI0384;VEN01;SUC01;Marketplace;Efectivo;Pendiente
VTA004028;19/01/2026;FAC-2026-004028;CLI0145;VEN14;SUC02;Local;Transferencia;Completada
VTA004029;21/06/2026;FAC-2026-004029;CLI0215;VEN13;SUC01;Web;Tarjeta Crédito;Completada
VTA004030;02/04/2026;FAC-2026-004030;CLI0465;VEN08;SUC02;WhatsApp;Efectivo;Completada
VTA004031;26/02/2025;FAC-2025-004031;CLI0290;VEN16;SUC04;Venta Telefónica;Tarjeta Débito;Completada
VTA004032;23/11/2025;FAC-2025-004032;CLI0272;VEN08;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA004033;31/01/2026;FAC-2026-004033;CLI0322;VEN01;SUC01;WhatsApp;Tarjeta Crédito;Completada
VTA004034;28/11/2025;FAC-2025-004034;CLI0042;VEN10;SUC04;WhatsApp;Financiación Propia;Completada
VTA004035;05/05/2025;FAC-2025-004035;CLI0134;VEN03;SUC03;Web;Tarjeta Débito;Completada
VTA004036;10/02/2025;FAC-2025-004036;CLI0522;VEN03;SUC03;Marketplace;Tarjeta Crédito;Completada
VTA004037;24/01/2025;FAC-2025-004037;CLI0432;VEN01;SUC01;Venta Telefónica;Transferencia;Completada
VTA004038;28/12/2025;FAC-2025-004038;CLI0478;VEN11;SUC05;Marketplace;Transferencia;Completada
VTA004039;04/02/2025;FAC-2025-004039;CLI0012;VEN15;SUC03;Marketplace;Efectivo;Completada
VTA004040;29/03/2025;FAC-2025-004040;CLI0007;VEN03;SUC03;Marketplace;Transferencia;Completada
VTA004041;21/01/2026;FAC-2026-004041;CLI0501;VEN06;SUC06;Marketplace;Financiación Propia;Completada
VTA004042;25/05/2025;FAC-2025-004042;CLI0189;VEN11;SUC05;WhatsApp;Efectivo;Completada
VTA004043;10/05/2026;FAC-2026-004043;CLI0232;VEN02;SUC02;WhatsApp;Transferencia;Cancelada
VTA004044;22/08/2025;FAC-2025-004044;CLI0536;VEN12;SUC06;Web;Efectivo;Completada
VTA004045;28/07/2025;FAC-2025-004045;CLI0309;VEN10;SUC04;Local;Tarjeta Crédito;Completada
VTA004046;05/01/2025;FAC-2025-004046;CLI0572;VEN17;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA004047;12/07/2025;FAC-2025-004047;CLI0570;VEN17;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA004048;03/04/2026;FAC-2026-004048;CLI0045;VEN10;SUC04;Marketplace;Transferencia;Completada
VTA004049;11/08/2025;FAC-2025-004049;CLI0058;VEN05;SUC05;Local;Transferencia;Completada
VTA004050;13/08/2025;FAC-2025-004050;CLI0491;VEN13;SUC01;Web;Efectivo;Completada
VTA004051;09/05/2025;FAC-2025-004051;CLI0415;VEN13;SUC01;WhatsApp;Financiación Propia;Completada
VTA004052;20/03/2025;FAC-2025-004052;CLI0049;VEN04;SUC04;Marketplace;Transferencia;Completada
VTA004053;13/03/2025;FAC-2025-004053;CLI0380;VEN10;SUC04;Local;Transferencia;Completada
VTA004054;12/08/2025;FAC-2025-004054;CLI0436;VEN18;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA004055;22/04/2026;FAC-2026-004055;CLI0226;VEN01;SUC01;Marketplace;Tarjeta Crédito;Completada
VTA004056;12/09/2025;FAC-2025-004056;CLI0512;VEN06;SUC06;WhatsApp;Tarjeta Crédito;Completada
VTA004057;30/12/2025;FAC-2025-004057;CLI0512;VEN08;SUC02;Marketplace;Tarjeta Débito;Completada
VTA004058;23/07/2025;FAC-2025-004058;CLI0075;VEN05;SUC05;Local;Tarjeta Débito;Completada
VTA004059;15/03/2026;FAC-2026-004059;CLI0076;VEN14;SUC02;WhatsApp;Efectivo;Completada
VTA004060;01/06/2025;FAC-2025-004060;CLI0504;VEN08;SUC02;Local;Tarjeta Débito;Completada
VTA004061;22/08/2025;FAC-2025-004061;CLI0592;VEN13;SUC01;Web;Tarjeta Débito;Completada
VTA004062;25/10/2025;FAC-2025-004062;CLI0087;VEN06;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA004063;09/03/2026;FAC-2026-004063;CLI0076;VEN04;SUC04;Venta Telefónica;Tarjeta Débito;Completada
VTA004064;26/05/2025;FAC-2025-004064;CLI0344;VEN11;SUC05;WhatsApp;Financiación Propia;Completada
VTA004065;19/09/2025;FAC-2025-004065;CLI0100;VEN10;SUC04;Marketplace;Efectivo;Completada
VTA004066;05/02/2025;FAC-2025-004066;CLI0545;VEN07;SUC01;Web;Tarjeta Débito;Completada
VTA004067;06/03/2026;FAC-2026-004067;CLI0426;VEN14;SUC02;Web;Tarjeta Débito;Completada
VTA004068;28/10/2025;FAC-2025-004068;CLI0205;VEN11;SUC05;Marketplace;Tarjeta Débito;Completada
VTA004069;15/09/2025;FAC-2025-004069;CLI0542;VEN12;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA004070;03/05/2026;FAC-2026-004070;CLI0347;VEN18;SUC06;Venta Telefónica;Transferencia;Completada
VTA004071;15/04/2025;FAC-2025-004071;CLI0024;VEN17;SUC05;Web;Financiación Propia;Completada
VTA004072;19/03/2025;FAC-2025-004072;CLI0533;VEN18;SUC06;Marketplace;Financiación Propia;Completada
VTA004073;07/01/2025;FAC-2025-004073;CLI0296;VEN09;SUC03;WhatsApp;Transferencia;Completada
VTA004074;10/07/2025;FAC-2025-004074;CLI0074;VEN02;SUC02;Local;Tarjeta Crédito;Completada
VTA004075;07/06/2025;FAC-2025-004075;CLI0425;VEN05;SUC05;Local;Tarjeta Débito;Completada
VTA004076;19/03/2026;FAC-2026-004076;CLI0163;VEN02;SUC02;Web;Tarjeta Crédito;Completada
VTA004077;30/03/2025;FAC-2025-004077;CLI0374;VEN14;SUC02;Local;Efectivo;Completada
VTA004078;16/04/2026;FAC-2026-004078;CLI0080;VEN07;SUC01;Marketplace;Efectivo;Completada
VTA004079;18/07/2025;FAC-2025-004079;CLI0156;VEN17;SUC05;Marketplace;Financiación Propia;Completada
VTA004080;04/08/2025;FAC-2025-004080;CLI0107;VEN10;SUC04;Marketplace;Transferencia;Completada
VTA004081;15/10/2025;FAC-2025-004081;CLI0108;VEN13;SUC01;Marketplace;Transferencia;Completada
VTA004082;06/07/2026;FAC-2026-004082;CLI0298;VEN12;SUC06;Local;Financiación Propia;Completada
VTA004083;13/12/2025;FAC-2025-004083;CLI0044;VEN03;SUC03;Marketplace;Tarjeta Débito;Completada
VTA004084;08/04/2025;FAC-2025-004084;CLI0218;VEN01;SUC01;Marketplace;Efectivo;Completada
VTA004085;19/04/2026;FAC-2026-004085;CLI0576;VEN03;SUC03;WhatsApp;Tarjeta Débito;Completada
VTA004086;27/05/2026;FAC-2026-004086;CLI0087;VEN04;SUC04;Local;Tarjeta Crédito;Completada
VTA004087;26/09/2025;FAC-2025-004087;CLI0597;VEN02;SUC02;Venta Telefónica;Efectivo;Completada
VTA004088;12/04/2025;FAC-2025-004088;CLI0526;VEN05;SUC05;Local;Financiación Propia;Completada
VTA004089;02/05/2025;FAC-2025-004089;CLI0387;VEN14;SUC02;Local;Efectivo;Completada
VTA004090;03/12/2025;FAC-2025-004090;CLI0226;VEN18;SUC06;WhatsApp;Transferencia;Completada
VTA004091;08/01/2026;FAC-2026-004091;CLI0269;VEN09;SUC03;Venta Telefónica;Tarjeta Crédito;Completada
VTA004092;02/12/2025;FAC-2025-004092;CLI0021;VEN09;SUC03;WhatsApp;Tarjeta Crédito;Completada
VTA004093;23/01/2026;FAC-2026-004093;CLI0536;VEN10;SUC04;Web;Efectivo;Completada
VTA004094;16/09/2025;FAC-2025-004094;CLI0295;VEN02;SUC02;WhatsApp;Financiación Propia;Pendiente
VTA004095;22/05/2025;FAC-2025-004095;CLI0505;VEN18;SUC06;WhatsApp;Financiación Propia;Completada
VTA004096;20/04/2026;FAC-2026-004096;CLI0225;VEN05;SUC05;Local;Tarjeta Crédito;Completada
VTA004097;29/11/2025;FAC-2025-004097;CLI0242;VEN15;SUC03;WhatsApp;Financiación Propia;Completada
VTA004098;25/02/2025;FAC-2025-004098;CLI0087;VEN12;SUC06;Web;Financiación Propia;Completada
VTA004099;10/08/2025;FAC-2025-004099;CLI0146;VEN02;SUC02;Web;Transferencia;Completada
VTA004100;26/04/2026;FAC-2026-004100;CLI0099;VEN14;SUC02;Marketplace;Efectivo;Completada
VTA004101;18/05/2026;FAC-2026-004101;CLI0379;VEN09;SUC03;Marketplace;Transferencia;Completada
VTA004102;11/01/2026;FAC-2026-004102;CLI0211;VEN10;SUC04;WhatsApp;Tarjeta Débito;Completada
VTA004103;29/04/2025;FAC-2025-004103;CLI0133;VEN07;SUC01;Marketplace;Tarjeta Débito;Completada
