DetalleID;VentaID;ProductoID;Cantidad;PrecioUnitario;DescuentoPct;VentaNeta;CostoTotal;Margen
DET004607-2;VTA004607;PROD0050;1;$ 301.105,73;0,0%;$ 301.105,73;$ 186.033,00;$ 115.072,73
DET004608-1;VTA004608;PROD0117;1;$ 17.741,76;0,0%;$ 17.741,76;$ 13.971,00;$ 3.770,76
DET004609-1;VTA004609;PROD0031;2;$ 278.108,61;20,0%;$ 444.973,78;$ 386.988,00;$ 57.985,78
DET004609-2;VTA004609;PROD0075;2;$ 598.231,89;0,0%;$ 1.196.463,78;$ 829.818,00;$ 366.645,78
DET004609-3;VTA004609;PROD0005;3;$ 144.478,55;0,0%;$ 433.435,65;$ 331.782,00;$ 101.653,65
DET004610-1;VTA004610;PROD0087;1;$ 957.942,74;5,0%;$ 910.045,60;$ 689.150,00;$ 220.895,60
DET004611-1;VTA004611;PROD0165;1;$ 1.294.511,16;0,0%;$ 1.294.511,16;$ 885.394,00;$ 409.117,16
DET004612-1;VTA004612;PROD0093;2;$ 1.000.804,40;5,0%;$ 1.901.528,36;$ 1.364.052,00;$ 537.476,36
DET004613-1;VTA004613;PROD0087;1;$ 912.088,83;5,0%;$ 866.484,39;$ 689.150,00;$ 177.334,39
DET004614-1;VTA004614;PROD0128;1;$ 562.745,98;5,0%;$ 534.608,68;$ 430.197,00;$ 104.411,68
DET004614-2;VTA004614;PROD0029;1;$ 597.454,41;0,0%;$ 597.454,41;$ 481.869,00;$ 115.585,41
DET004615-1;VTA004615;PROD0168;2;$ 198.908,09;15,0%;$ 338.143,75;$ 287.430,00;$ 50.713,75
DET004615-2;VTA004615;PROD0147;1;$ 1.042.245,15;0,0%;$ 1.042.245,15;$ 675.974,00;$ 366.271,15
DET004615-3;VTA004615;PROD0116;4;$ 186.872,24;10,0%;$ 672.740,06;$ 610.408,00;$ 62.332,06
DET004616-1;VTA004616;PROD0002;1;$ 1.333.341,47;0,0%;$ 1.333.341,47;$ 862.953,00;$ 470.388,47
DET004617-1;VTA004617;PROD0049;1;$ 805.611,63;0,0%;$ 805.611,63;$ 552.938,00;$ 252.673,63
DET004617-2;VTA004617;PROD0075;3;$ 589.631,36;10,0%;$ 1.592.004,67;$ 1.244.727,00;$ 347.277,67
DET004618-1;VTA004618;PROD0064;1;$ 529.936,02;0,0%;$ 529.936,02;$ 356.495,00;$ 173.441,02
DET004619-1;VTA004619;PROD0014;2;$ 744.449,15;0,0%;$ 1.488.898,30;$ 988.028,00;$ 500.870,30
DET004620-1;VTA004620;PROD0054;1;$ 105.226,46;5,0%;$ 99.965,14;$ 70.807,00;$ 29.158,14
DET004621-1;VTA004621;PROD0148;1;$ 74.565,97;5,0%;$ 70.837,67;$ 54.971,00;$ 15.866,67
DET004622-1;VTA004622;PROD0089;1;$ 795.456,30;10,0%;$ 715.910,67;$ 544.449,00;$ 171.461,67
DET004623-1;VTA004623;PROD0135;1;$ 40.774,75;0,0%;$ 40.774,75;$ 30.657,00;$ 10.117,75
DET004624-1;VTA004624;PROD0160;3;$ 383.419,00;5,0%;$ 1.092.744,15;$ 795.432,00;$ 297.312,15
DET004625-1;VTA004625;PROD0124;2;$ 159.061,49;5,0%;$ 302.216,83;$ 247.674,00;$ 54.542,83
DET004626-1;VTA004626;PROD0160;1;$ 358.738,30;20,0%;$ 286.990,64;$ 265.144,00;$ 21.846,64
DET004626-2;VTA004626;PROD0103;1;$ 20.011,54;0,0%;$ 20.011,54;$ 12.993,00;$ 7.018,54
DET004626-3;VTA004626;PROD0152;3;$ 1.041.596,10;0,0%;$ 3.124.788,30;$ 2.032.764,00;$ 1.092.024,30
DET004627-1;VTA004627;PROD0117;2;$ 18.074,81;0,0%;$ 36.149,62;$ 27.942,00;$ 8.207,62
DET004628-1;VTA004628;PROD0073;1;$ 148.046,09;0,0%;$ 148.046,09;$ 99.591,00;$ 48.455,09
DET004628-2;VTA004628;PROD0138;1;$ 316.760,54;0,0%;$ 316.760,54;$ 203.575,00;$ 113.185,54
DET004629-1;VTA004629;PROD0091;1;$ 528.634,50;5,0%;$ 502.202,77;$ 399.240,00;$ 102.962,77
DET004629-2;VTA004629;PROD0092;1;$ 840.089,72;0,0%;$ 840.089,72;$ 641.913,00;$ 198.176,72
DET004630-1;VTA004630;PROD0177;1;$ 653.418,55;20,0%;$ 522.734,84;$ 444.666,00;$ 78.068,84
DET004630-2;VTA004630;PROD0048;3;$ 231.871,58;5,0%;$ 660.834,00;$ 465.444,00;$ 195.390,00
DET004631-1;VTA004631;PROD0164;1;$ 825.597,51;15,0%;$ 701.757,88;$ 571.657,00;$ 130.100,88
DET004631-2;VTA004631;PROD0034;1;$ 905.085,53;5,0%;$ 859.831,25;$ 647.511,00;$ 212.320,25
DET004632-1;VTA004632;PROD0113;1;$ 698.965,16;5,0%;$ 664.016,90;$ 513.076,00;$ 150.940,90
DET004632-2;VTA004632;PROD0043;1;$ 720.810,62;5,0%;$ 684.770,09;$ 510.789,00;$ 173.981,09
DET004633-1;VTA004633;PROD0134;3;$ 504.494,91;0,0%;$ 1.513.484,73;$ 1.047.405,00;$ 466.079,73
DET004634-1;VTA004634;PROD0015;1;$ 577.180,41;0,0%;$ 577.180,41;$ 412.494,00;$ 164.686,41
DET004634-2;VTA004634;PROD0156;2;$ 385.736,08;0,0%;$ 771.472,16;$ 575.220,00;$ 196.252,16
DET004634-3;VTA004634;PROD0005;1;$ 142.052,39;0,0%;$ 142.052,39;$ 110.594,00;$ 31.458,39
DET004635-1;VTA004635;PROD0015;1;$ 563.204,91;5,0%;$ 535.044,66;$ 412.494,00;$ 122.550,66
DET004636-1;VTA004636;PROD0122;1;$ 607.931,27;15,0%;$ 516.741,58;$ 469.014,00;$ 47.727,58
DET004637-1;VTA004637;PROD0073;2;$ 157.104,97;0,0%;$ 314.209,94;$ 199.182,00;$ 115.027,94
DET004637-2;VTA004637;PROD0051;1;$ 953.025,02;0,0%;$ 953.025,02;$ 673.237,00;$ 279.788,02
DET004637-3;VTA004637;PROD0111;1;$ 221.702,20;15,0%;$ 188.446,87;$ 154.601,00;$ 33.845,87
DET004638-1;VTA004638;PROD0119;1;$ 123.995,48;0,0%;$ 123.995,48;$ 78.568,00;$ 45.427,48
DET004639-1;VTA004639;PROD0092;1;$ 838.126,66;10,0%;$ 754.313,99;$ 641.913,00;$ 112.400,99
DET004639-2;VTA004639;PROD0133;1;$ 755.219,02;5,0%;$ 717.458,07;$ 579.507,00;$ 137.951,07
DET004640-1;VTA004640;PROD0164;1;$ 854.809,79;5,0%;$ 812.069,30;$ 571.657,00;$ 240.412,30
DET004641-1;VTA004641;PROD0155;1;$ 310.211,48;10,0%;$ 279.190,33;$ 199.197,00;$ 79.993,33
DET004642-1;VTA004642;PROD0029;1;$ 597.142,76;0,0%;$ 597.142,76;$ 481.869,00;$ 115.273,76
DET004643-1;VTA004643;PROD0126;1;$ 77.017,76;0,0%;$ 77.017,76;$ 53.626,00;$ 23.391,76
DET004643-2;VTA004643;PROD0083;4;$ 909.601,65;10,0%;$ 3.274.565,94;$ 2.368.556,00;$ 906.009,94
DET004644-1;VTA004644;PROD0067;1;$ 256.009,40;5,0%;$ 243.208,93;$ 181.885,00;$ 61.323,93
DET004645-1;VTA004645;PROD0078;1;$ 193.973,93;5,0%;$ 184.275,23;$ 131.031,00;$ 53.244,23
DET004646-1;VTA004646;PROD0152;3;$ 1.046.926,53;0,0%;$ 3.140.779,59;$ 2.032.764,00;$ 1.108.015,59
DET004647-1;VTA004647;PROD0015;1;$ 567.280,02;5,0%;$ 538.916,02;$ 412.494,00;$ 126.422,02
DET004648-1;VTA004648;PROD0160;2;$ 376.463,55;10,0%;$ 677.634,39;$ 530.288,00;$ 147.346,39
DET004649-1;VTA004649;PROD0145;1;$ 919.992,69;15,0%;$ 781.993,79;$ 608.263,00;$ 173.730,79
DET004650-1;VTA004650;PROD0042;1;$ 162.688,14;5,0%;$ 154.553,73;$ 99.733,00;$ 54.820,73
DET004651-1;VTA004651;PROD0164;2;$ 801.508,60;20,0%;$ 1.282.413,76;$ 1.143.314,00;$ 139.099,76
DET004651-2;VTA004651;PROD0019;1;$ 434.074,86;0,0%;$ 434.074,86;$ 339.531,00;$ 94.543,86
DET004651-3;VTA004651;PROD0097;1;$ 350.372,10;15,0%;$ 297.816,28;$ 230.062,00;$ 67.754,28
DET004652-1;VTA004652;PROD0116;1;$ 192.826,99;5,0%;$ 183.185,64;$ 152.602,00;$ 30.583,64
DET004653-1;VTA004653;PROD0032;2;$ 907.414,73;0,0%;$ 1.814.829,46;$ 1.179.260,00;$ 635.569,46
DET004653-2;VTA004653;PROD0021;1;$ 1.061.780,57;5,0%;$ 1.008.691,54;$ 752.620,00;$ 256.071,54
DET004653-3;VTA004653;PROD0172;2;$ 15.850,37;0,0%;$ 31.700,74;$ 20.482,00;$ 11.218,74
DET004654-1;VTA004654;PROD0106;1;$ 348.634,15;10,0%;$ 313.770,74;$ 226.030,00;$ 87.740,74
DET004655-1;VTA004655;PROD0117;2;$ 18.134,52;0,0%;$ 36.269,04;$ 27.942,00;$ 8.327,04
DET004656-1;VTA004656;PROD0151;1;$ 146.919,88;0,0%;$ 146.919,88;$ 107.564,00;$ 39.355,88
DET004657-1;VTA004657;PROD0153;1;$ 124.566,51;5,0%;$ 118.338,18;$ 78.981,00;$ 39.357,18
DET004658-1;VTA004658;PROD0090;2;$ 712.953,03;5,0%;$ 1.354.610,76;$ 970.374,00;$ 384.236,76
DET004659-1;VTA004659;PROD0046;2;$ 988.786,86;20,0%;$ 1.582.058,98;$ 1.379.044,00;$ 203.014,98
DET004660-1;VTA004660;PROD0098;1;$ 716.241,49;0,0%;$ 716.241,49;$ 466.619,00;$ 249.622,49
DET004661-1;VTA004661;PROD0051;2;$ 951.579,57;0,0%;$ 1.903.159,14;$ 1.346.474,00;$ 556.685,14
DET004661-2;VTA004661;PROD0114;2;$ 688.401,50;5,0%;$ 1.307.962,85;$ 1.039.348,00;$ 268.614,85
DET004661-3;VTA004661;PROD0126;1;$ 78.471,15;0,0%;$ 78.471,15;$ 53.626,00;$ 24.845,15
DET004662-1;VTA004662;PROD0065;1;$ 714.730,35;5,0%;$ 678.993,83;$ 571.581,00;$ 107.412,83
DET004663-1;VTA004663;PROD0101;2;$ 82.077,26;0,0%;$ 164.154,52;$ 125.948,00;$ 38.206,52
DET004663-2;VTA004663;PROD0065;3;$ 693.028,63;0,0%;$ 2.079.085,89;$ 1.714.743,00;$ 364.342,89
DET004663-3;VTA004663;PROD0145;2;$ 906.760,73;15,0%;$ 1.541.493,24;$ 1.216.526,00;$ 324.967,24
DET004664-1;VTA004664;PROD0057;1;$ 87.565,27;0,0%;$ 87.565,27;$ 67.389,00;$ 20.176,27
DET004665-1;VTA004665;PROD0147;2;$ 1.069.637,33;20,0%;$ 1.711.419,73;$ 1.351.948,00;$ 359.471,73
DET004666-1;VTA004666;PROD0056;1;$ 356.406,74;20,0%;$ 285.125,39;$ 242.486,00;$ 42.639,39
DET004667-1;VTA004667;PROD0175;1;$ 644.509,55;15,0%;$ 547.833,12;$ 518.531,00;$ 29.302,12
DET004667-2;VTA004667;PROD0142;1;$ 90.479,11;0,0%;$ 90.479,11;$ 60.200,00;$ 30.279,11
DET004667-3;VTA004667;PROD0038;4;$ 43.137,63;0,0%;$ 172.550,52;$ 128.964,00;$ 43.586,52
DET004668-1;VTA004668;PROD0170;1;$ 255.490,76;10,0%;$ 229.941,68;$ 186.768,00;$ 43.173,68
DET004669-1;VTA004669;PROD0110;1;$ 512.102,91;10,0%;$ 460.892,62;$ 410.845,00;$ 50.047,62
DET004670-1;VTA004670;PROD0164;1;$ 802.753,32;10,0%;$ 722.477,99;$ 571.657,00;$ 150.820,99
DET004671-1;VTA004671;PROD0089;1;$ 831.864,05;10,0%;$ 748.677,65;$ 544.449,00;$ 204.228,65
DET004672-1;VTA004672;PROD0015;1;$ 593.254,48;5,0%;$ 563.591,76;$ 412.494,00;$ 151.097,76
DET004672-2;VTA004672;PROD0028;2;$ 161.337,80;10,0%;$ 290.408,04;$ 217.310,00;$ 73.098,04
DET004673-1;VTA004673;PROD0138;2;$ 314.796,88;20,0%;$ 503.675,01;$ 407.150,00;$ 96.525,01
DET004674-1;VTA004674;PROD0041;1;$ 320.862,31;5,0%;$ 304.819,19;$ 201.728,00;$ 103.091,19
DET004675-1;VTA004675;PROD0161;1;$ 496.561,29;0,0%;$ 496.561,29;$ 305.298,00;$ 191.263,29
DET004675-2;VTA004675;PROD0067;1;$ 261.500,56;5,0%;$ 248.425,53;$ 181.885,00;$ 66.540,53
DET004676-1;VTA004676;PROD0011;1;$ 104.889,06;5,0%;$ 99.644,61;$ 67.902,00;$ 31.742,61
DET004677-1;VTA004677;PROD0028;1;$ 168.394,46;10,0%;$ 151.555,01;$ 108.655,00;$ 42.900,01
DET004678-1;VTA004678;PROD0136;1;$ 367.329,51;0,0%;$ 367.329,51;$ 246.220,00;$ 121.109,51
DET004678-2;VTA004678;PROD0144;1;$ 78.092,42;5,0%;$ 74.187,80;$ 52.427,00;$ 21.760,80
DET004678-3;VTA004678;PROD0002;1;$ 1.285.368,50;10,0%;$ 1.156.831,65;$ 862.953,00;$ 293.878,65
DET004679-1;VTA004679;PROD0017;1;$ 554.899,74;5,0%;$ 527.154,75;$ 385.317,00;$ 141.837,75
DET004679-2;VTA004679;PROD0018;1;$ 1.105.812,30;0,0%;$ 1.105.812,30;$ 738.346,00;$ 367.466,30
DET004680-1;VTA004680;PROD0120;1;$ 47.056,76;0,0%;$ 47.056,76;$ 35.319,00;$ 11.737,76
DET004681-1;VTA004681;PROD0044;1;$ 204.584,89;0,0%;$ 204.584,89;$ 138.314,00;$ 66.270,89
DET004681-2;VTA004681;PROD0160;2;$ 373.251,96;10,0%;$ 671.853,53;$ 530.288,00;$ 141.565,53
DET004682-1;VTA004682;PROD0171;1;$ 601.847,65;5,0%;$ 571.755,27;$ 453.851,00;$ 117.904,27
DET004683-1;VTA004683;PROD0045;2;$ 112.673,56;15,0%;$ 191.545,05;$ 155.852,00;$ 35.693,05
DET004684-1;VTA004684;PROD0172;3;$ 15.963,18;10,0%;$ 43.100,59;$ 30.723,00;$ 12.377,59
DET004685-1;VTA004685;PROD0086;3;$ 570.294,21;0,0%;$ 1.710.882,63;$ 1.163.994,00;$ 546.888,63
DET004686-1;VTA004686;PROD0083;3;$ 914.785,49;5,0%;$ 2.607.138,65;$ 1.776.417,00;$ 830.721,65
DET004686-2;VTA004686;PROD0140;3;$ 520.074,70;10,0%;$ 1.404.201,69;$ 1.021.143,00;$ 383.058,69
DET004687-1;VTA004687;PROD0018;1;$ 1.043.681,56;5,0%;$ 991.497,48;$ 738.346,00;$ 253.151,48
DET004688-1;VTA004688;PROD0176;1;$ 148.778,26;0,0%;$ 148.778,26;$ 110.906,00;$ 37.872,26
DET004688-2;VTA004688;PROD0170;1;$ 264.463,55;5,0%;$ 251.240,37;$ 186.768,00;$ 64.472,37
DET004689-1;VTA004689;PROD0063;1;$ 16.018,06;10,0%;$ 14.416,25;$ 10.407,00;$ 4.009,25
DET004690-1;VTA004690;PROD0067;1;$ 253.760,98;10,0%;$ 228.384,88;$ 181.885,00;$ 46.499,88
DET004691-1;VTA004691;PROD0013;1;$ 163.671,87;0,0%;$ 163.671,87;$ 107.638,00;$ 56.033,87
DET004691-2;VTA004691;PROD0116;1;$ 197.483,81;0,0%;$ 197.483,81;$ 152.602,00;$ 44.881,81
DET004692-1;VTA004692;PROD0008;1;$ 223.241,94;0,0%;$ 223.241,94;$ 150.976,00;$ 72.265,94
DET004693-1;VTA004693;PROD0096;1;$ 661.439,83;15,0%;$ 562.223,86;$ 409.389,00;$ 152.834,86
DET004694-1;VTA004694;PROD0092;1;$ 842.069,91;10,0%;$ 757.862,92;$ 641.913,00;$ 115.949,92
DET004695-1;VTA004695;PROD0078;1;$ 188.120,23;5,0%;$ 178.714,22;$ 131.031,00;$ 47.683,22
DET004696-1;VTA004696;PROD0036;2;$ 647.691,12;0,0%;$ 1.295.382,24;$ 993.498,00;$ 301.884,24
DET004697-1;VTA004697;PROD0026;1;$ 898.757,54;10,0%;$ 808.881,79;$ 610.791,00;$ 198.090,79
DET004698-1;VTA004698;PROD0087;2;$ 935.195,88;15,0%;$ 1.589.833,00;$ 1.378.300,00;$ 211.533,00
DET004699-1;VTA004699;PROD0012;1;$ 17.043,87;0,0%;$ 17.043,87;$ 11.308,00;$ 5.735,87
DET004699-2;VTA004699;PROD0164;1;$ 856.970,29;0,0%;$ 856.970,29;$ 571.657,00;$ 285.313,29
DET004700-1;VTA004700;PROD0091;1;$ 551.055,25;0,0%;$ 551.055,25;$ 399.240,00;$ 151.815,25
DET004701-1;VTA004701;PROD0035;1;$ 154.719,79;10,0%;$ 139.247,81;$ 103.762,00;$ 35.485,81
DET004702-1;VTA004702;PROD0160;1;$ 374.532,47;0,0%;$ 374.532,47;$ 265.144,00;$ 109.388,47
DET004703-1;VTA004703;PROD0049;1;$ 820.285,89;5,0%;$ 779.271,60;$ 552.938,00;$ 226.333,60
DET004704-1;VTA004704;PROD0164;1;$ 813.838,11;0,0%;$ 813.838,11;$ 571.657,00;$ 242.181,11
DET004705-1;VTA004705;PROD0024;1;$ 39.787,01;0,0%;$ 39.787,01;$ 27.282,00;$ 12.505,01
DET004705-2;VTA004705;PROD0060;1;$ 210.858,64;5,0%;$ 200.315,71;$ 140.684,00;$ 59.631,71
DET004706-1;VTA004706;PROD0086;1;$ 595.543,61;0,0%;$ 595.543,61;$ 387.998,00;$ 207.545,61
DET004707-1;VTA004707;PROD0052;3;$ 673.445,24;0,0%;$ 2.020.335,72;$ 1.378.992,00;$ 641.343,72
DET004708-1;VTA004708;PROD0152;1;$ 1.058.220,60;5,0%;$ 1.005.309,57;$ 677.588,00;$ 327.721,57
DET004708-2;VTA004708;PROD0055;1;$ 922.384,73;0,0%;$ 922.384,73;$ 645.134,00;$ 277.250,73
DET004709-1;VTA004709;PROD0027;2;$ 274.556,49;0,0%;$ 549.112,98;$ 445.608,00;$ 103.504,98
DET004710-1;VTA004710;PROD0119;1;$ 126.780,69;5,0%;$ 120.441,66;$ 78.568,00;$ 41.873,66
DET004710-2;VTA004710;PROD0157;1;$ 390.446,19;10,0%;$ 351.401,57;$ 258.927,00;$ 92.474,57
DET004711-1;VTA004711;PROD0151;1;$ 138.107,21;0,0%;$ 138.107,21;$ 107.564,00;$ 30.543,21
DET004712-1;VTA004712;PROD0150;3;$ 1.009.699,58;0,0%;$ 3.029.098,74;$ 2.173.242,00;$ 855.856,74
DET004712-2;VTA004712;PROD0049;1;$ 790.565,37;0,0%;$ 790.565,37;$ 552.938,00;$ 237.627,37
DET004713-1;VTA004713;PROD0157;1;$ 401.620,17;0,0%;$ 401.620,17;$ 258.927,00;$ 142.693,17
DET004713-2;VTA004713;PROD0003;1;$ 397.812,58;15,0%;$ 338.140,69;$ 258.223,00;$ 79.917,69
DET004713-3;VTA004713;PROD0155;1;$ 315.938,82;0,0%;$ 315.938,82;$ 199.197,00;$ 116.741,82
DET004714-1;VTA004714;PROD0129;1;$ 533.114,01;0,0%;$ 533.114,01;$ 363.302,00;$ 169.812,01
DET004714-2;VTA004714;PROD0141;2;$ 133.213,88;10,0%;$ 239.784,98;$ 208.584,00;$ 31.200,98
DET004715-1;VTA004715;PROD0117;1;$ 17.641,47;10,0%;$ 15.877,32;$ 13.971,00;$ 1.906,32
DET004716-1;VTA004716;PROD0072;1;$ 871.432,75;0,0%;$ 871.432,75;$ 656.772,00;$ 214.660,75
DET004717-1;VTA004717;PROD0007;1;$ 883.892,48;15,0%;$ 0,00;$ 657.826,00;$ 0,00
DET004718-1;VTA004718;PROD0030;1;$ 432.429,28;10,0%;$ 389.186,35;$ 310.009,00;$ 79.177,35
DET004718-2;VTA004718;PROD0157;2;$ 403.152,25;15,0%;$ 685.358,82;$ 517.854,00;$ 167.504,82
DET004719-1;VTA004719;PROD0048;2;$ 226.798,67;0,0%;$ 453.597,34;$ 310.296,00;$ 143.301,34
DET004719-2;VTA004719;PROD0168;1;$ 205.283,53;10,0%;$ 184.755,18;$ 143.715,00;$ 41.040,18
DET004720-1;VTA004720;PROD0160;2;$ 373.182,94;10,0%;$ 671.729,29;$ 530.288,00;$ 141.441,29
DET004721-1;VTA004721;PROD0025;1;$ 954.176,89;0,0%;$ 954.176,89;$ 708.479,00;$ 245.697,89
DET004721-2;VTA004721;PROD0128;2;$ 545.219,70;0,0%;$ 1.090.439,40;$ 860.394,00;$ 230.045,40
DET004722-1;VTA004722;PROD0128;1;$ 546.544,36;5,0%;$ 519.217,14;$ 430.197,00;$ 89.020,14
DET004723-1;VTA004723;PROD0127;1;$ 14.945,10;10,0%;$ 13.450,59;$ 11.836,00;$ 1.614,59
DET004724-1;VTA004724;PROD0046;1;$ 940.662,01;5,0%;$ 893.628,91;$ 689.522,00;$ 204.106,91
DET004725-1;VTA004725;PROD0166;2;$ 233.797,28;0,0%;$ 467.594,56;$ 314.560,00;$ 153.034,56
DET004726-1;VTA004726;PROD0137;1;$ 1.167.654,52;5,0%;$ 1.109.271,79;$ 714.997,00;$ 394.274,79
DET004727-1;VTA004727;PROD0137;1;$ 1.176.473,01;0,0%;$ 1.176.473,01;$ 714.997,00;$ 461.476,01
DET004728-1;VTA004728;PROD0104;1;$ 725.424,22;10,0%;$ 652.881,80;$ 473.027,00;$ 179.854,80
DET004729-1;VTA004729;PROD0049;1;$ 792.062,14;5,0%;$ 752.459,03;$ 552.938,00;$ 199.521,03
DET004729-2;VTA004729;PROD0142;1;$ 94.017,54;0,0%;$ 94.017,54;$ 60.200,00;$ 33.817,54
DET004730-1;VTA004730;PROD0142;1;$ 91.571,35;0,0%;$ 91.571,35;$ 60.200,00;$ 31.371,35
DET004730-2;VTA004730;PROD0066;1;$ 488.450,83;0,0%;$ 488.450,83;$ 369.460,00;$ 118.990,83
DET004731-1;VTA004731;PROD0096;1;$ 629.089,59;0,0%;$ 629.089,59;$ 409.389,00;$ 219.700,59
DET004732-1;VTA004732;PROD0146;1;$ 73.819,93;5,0%;$ 70.128,93;$ 54.157,00;$ 15.971,93
DET004733-1;VTA004733;PROD0165;1;$ 1.358.921,09;0,0%;$ 1.358.921,09;$ 885.394,00;$ 473.527,09
DET004734-1;VTA004734;PROD0005;4;$ 143.722,45;5,0%;$ 546.145,31;$ 442.376,00;$ 103.769,31
DET004734-2;VTA004734;PROD0107;1;$ 380.849,25;20,0%;$ 304.679,40;$ 257.871,00;$ 46.808,40
DET004734-3;VTA004734;PROD0102;1;$ 618.309,13;0,0%;$ 618.309,13;$ 390.845,00;$ 227.464,13
DET004735-1;VTA004735;PROD0154;1;$ 734.474,17;0,0%;$ 734.474,17;$ 497.066,00;$ 237.408,17
DET004736-1;VTA004736;PROD0101;1;$ 82.287,44;10,0%;$ 74.058,70;$ 62.974,00;$ 11.084,70
DET004736-2;VTA004736;PROD0085;1;$ 1.078.981,74;20,0%;$ 863.185,39;$ 693.641,00;$ 169.544,39
DET004736-3;VTA004736;PROD0136;1;$ 361.328,22;0,0%;$ 361.328,22;$ 246.220,00;$ 115.108,22
DET004737-1;VTA004737;PROD0011;2;$ 105.782,77;0,0%;$ 211.565,54;$ 135.804,00;$ 75.761,54
DET004738-1;VTA004738;PROD0100;1;$ 314.888,79;10,0%;$ 283.399,91;$ 250.220,00;$ 33.179,91
DET004739-1;VTA004739;PROD0144;1;$ 74.965,47;10,0%;$ 67.468,92;$ 52.427,00;$ 15.041,92
DET004739-2;VTA004739;PROD0045;1;$ 114.408,12;15,0%;$ 97.246,90;$ 77.926,00;$ 19.320,90
DET004739-3;VTA004739;PROD0149;1;$ 132.094,39;0,0%;$ 132.094,39;$ 97.622,00;$ 34.472,39
DET004740-1;VTA004740;PROD0143;1;$ 52.522,65;10,0%;$ 47.270,39;$ 35.896,00;$ 11.374,39
DET004740-2;VTA004740;PROD0104;3;$ 727.201,66;0,0%;$ 2.181.604,98;$ 1.419.081,00;$ 762.523,98
DET004741-1;VTA004741;PROD0128;1;$ 581.827,76;10,0%;$ 523.644,98;$ 430.197,00;$ 93.447,98
DET004742-1;VTA004742;PROD0022;1;$ 187.057,79;5,0%;$ 177.704,90;$ 141.606,00;$ 36.098,90
DET004742-2;VTA004742;PROD0021;1;$ 1.047.449,99;5,0%;$ 995.077,49;$ 752.620,00;$ 242.457,49
DET004743-1;VTA004743;PROD0139;1;$ 815.584,12;10,0%;$ 734.025,71;$ 539.983,00;$ 194.042,71
DET004744-1;VTA004744;PROD0114;1;$ 697.997,01;0,0%;$ 0,00;$ 519.674,00;$ 0,00
DET004745-1;VTA004745;PROD0162;1;$ 98.051,25;0,0%;$ 0,00;$ 68.036,00;$ 0,00
DET004745-2;VTA004745;PROD0089;2;$ 790.036,90;5,0%;$ 0,00;$ 1.088.898,00;$ 0,00
DET004746-1;VTA004746;PROD0171;1;$ 600.183,65;5,0%;$ 570.174,47;$ 453.851,00;$ 116.323,47
DET004747-1;VTA004747;PROD0068;4;$ 738.362,28;10,0%;$ 2.658.104,21;$ 1.836.136,00;$ 821.968,21
DET004747-2;VTA004747;PROD0143;1;$ 52.996,72;5,0%;$ 50.346,88;$ 35.896,00;$ 14.450,88
DET004748-1;VTA004748;PROD0048;1;$ 230.588,66;10,0%;$ 207.529,79;$ 155.148,00;$ 52.381,79
DET004749-1;VTA004749;PROD0036;1;$ 630.203,53;0,0%;$ 630.203,53;$ 496.749,00;$ 133.454,53
DET004750-1;VTA004750;PROD0048;1;$ 230.083,73;15,0%;$ 195.571,17;$ 155.148,00;$ 40.423,17
DET004751-1;VTA004751;PROD0172;1;$ 16.077,12;15,0%;$ 13.665,55;$ 10.241,00;$ 3.424,55
DET004752-1;VTA004752;PROD0122;1;$ 600.161,46;5,0%;$ 570.153,39;$ 469.014,00;$ 101.139,39
DET004752-2;VTA004752;PROD0124;1;$ 160.102,41;0,0%;$ 160.102,41;$ 123.837,00;$ 36.265,41
DET004753-1;VTA004753;PROD0149;3;$ 133.732,21;0,0%;$ 401.196,63;$ 292.866,00;$ 108.330,63
DET004754-1;VTA004754;PROD0138;2;$ 320.394,61;5,0%;$ 608.749,76;$ 407.150,00;$ 201.599,76
DET004754-2;VTA004754;PROD0058;4;$ 340.395,19;10,0%;$ 1.225.422,68;$ 961.824,00;$ 263.598,68
DET004754-3;VTA004754;PROD0153;1;$ 124.614,63;0,0%;$ 124.614,63;$ 78.981,00;$ 45.633,63
DET004755-1;VTA004755;PROD0074;1;$ 539.750,14;0,0%;$ 539.750,14;$ 388.845,00;$ 150.905,14
DET004755-2;VTA004755;PROD0040;1;$ 248.504,13;0,0%;$ 248.504,13;$ 182.154,00;$ 66.350,13
DET004756-1;VTA004756;PROD0066;1;$ 479.151,41;10,0%;$ 431.236,27;$ 369.460,00;$ 61.776,27
DET004757-1;VTA004757;PROD0069;2;$ 82.164,95;0,0%;$ 164.329,90;$ 108.332,00;$ 55.997,90
DET004757-2;VTA004757;PROD0016;1;$ 237.352,82;0,0%;$ 237.352,82;$ 161.694,00;$ 75.658,82
DET004758-1;VTA004758;PROD0165;1;$ 1.353.731,22;0,0%;$ 1.353.731,22;$ 885.394,00;$ 468.337,22
DET004758-2;VTA004758;PROD0062;1;$ 106.197,70;5,0%;$ 100.887,81;$ 78.996,00;$ 21.891,81
DET004759-1;VTA004759;PROD0072;1;$ 833.624,15;5,0%;$ 791.942,94;$ 656.772,00;$ 135.170,94
DET004760-1;VTA004760;PROD0020;4;$ 527.124,34;0,0%;$ 2.108.497,36;$ 1.620.984,00;$ 487.513,36
DET004761-1;VTA004761;PROD0066;1;$ 502.601,01;5,0%;$ 477.470,96;$ 369.460,00;$ 108.010,96
